학교ID,학교명,iso_library_count,iso_public_library_count,nearest_library_name,nearest_library_euclid_m,장서수,좌석수,사서교사수,사서직원수,사서합계,학생수,인당장서수,좌석당학생수,matched,기준일,external_shortage,internal_shortage,demand_high,reading_gap_type,reading_gap_reason
B000003032,인천산곡초등학교,1,0,지혜로작은도서관,260,25433,80,0,0,0,427,59.6,5.3,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003076,인천상아초등학교,0,0,인천광역시교육청 인천광역시교육청중앙도서관,871,22740,13,0,1,1,630,36.1,48.5,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003055,인천함박초등학교,0,0,함박비류도서관,318,19773,50,0,1,1,454,43.6,9.1,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003052,인천선학초등학교,0,0,선학별빛도서관,679,20388,65,0,1,1,567,36.0,8.7,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002953,인천운서초등학교,0,0,운서역 푸르지오 푸른도서관,641,15770,89,1,0,1,789,20.0,8.9,1,2025,True,True,True,direct_investment_first,"도보500m 내 공공도서관 0개·인당장서수 중앙값 50% 미만·수요 상위 25%(2029 예측) → 외부·내부 모두 부족+수요 높음, 직접투자 최우선"
B000003069,인천박문초등학교,0,0,동춘나래도서관,523,24277,30,0,0,0,493,49.2,16.4,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003022,인천상정초등학교,0,0,동그라미도서관,362,15623,50,1,0,1,288,54.2,5.8,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002973,인천용일초등학교,0,0,독정골어린이도서관,739,20859,36,1,0,1,366,57.0,10.2,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003155,인천목향초등학교,0,0,조은생각 BOOK CAFE,481,23830,44,0,1,1,484,49.2,11.0,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003089,인천고잔초등학교,0,0,소래도서관,473,27816,60,0,1,1,826,33.7,13.8,1,2025,True,False,True,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003096,인천소래초등학교,0,0,남동논현도서관,732,19894,40,0,1,1,505,39.4,12.6,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002977,인천백학초등학교,0,0,학나래도서관,939,21849,20,0,1,1,297,73.6,14.9,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003056,인천청학초등학교,0,0,연수꿈담도서관,929,17769,36,0,1,1,443,40.1,12.3,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003073,인천정각초등학교,0,0,간석3동어린이도서관,1121,22428,38,1,0,1,950,23.6,25.0,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·인당장서수 중앙값 50% 미만·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003130,인천명현초등학교,0,0,효성도서관,367,20305,36,1,0,1,223,91.1,6.2,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002974,인천용현초등학교,0,0,용비도서관,422,32811,50,1,0,1,1403,23.4,28.1,1,2025,True,True,True,direct_investment_first,"도보500m 내 공공도서관 0개·인당장서수 중앙값 50% 미만·수요 상위 25%(2029 예측) → 외부·내부 모두 부족+수요 높음, 직접투자 최우선"
B000003151,인천능내초등학교,1,1,검단도서관,232,27276,57,1,0,1,545,50.0,9.6,1,2025,False,False,False,maintain_monitor,"도보500m 내 공공도서관 확보·내부 지표(사서·인당장서수) 양호 → 외부·내부 모두 양호, 현행 유지 및 모니터링"
B000003058,인천연성초등학교,0,0,솔안공원작은도서관,521,28056,34,0,0,0,732,38.3,21.5,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003062,인천연수초등학교,0,0,함박비류도서관,811,21315,40,1,0,1,271,78.7,6.8,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003080,인천동부초등학교,0,0,만수2동어린이도서관,367,19132,52,0,1,1,414,46.2,8.0,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003154,인천불로초등학교,1,0,푸른길 작은도서관,247,14704,30,1,0,1,658,22.3,21.9,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·인당장서수 중앙값 50% 미만·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003181,송해초등학교,0,0,강화도서관,3008,9887,40,0,0,0,36,274.6,0.9,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003145,인천천마초등학교,1,0,푸른숲 작은도서관,266,20966,21,0,0,0,144,145.6,6.9,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003018,인천부개서초등학교,0,0,부개도서관,418,15283,27,1,1,2,1054,14.5,39.0,1,2025,True,True,True,direct_investment_first,"도보500m 내 공공도서관 0개·인당장서수 중앙값 50% 미만·수요 상위 25%(2029 예측) → 외부·내부 모두 부족+수요 높음, 직접투자 최우선"
B000003188,내가초등학교,0,0,내가도서관,272,5679,20,1,0,1,57,99.6,2.9,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002954,인천용유초등학교,0,0,용유동작은도서관,813,11845,10,0,1,1,33,358.9,3.3,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002978,인천도화초등학교,0,0,한우리어린이도서관,772,18478,33,0,1,1,843,21.9,25.5,1,2025,True,True,True,direct_investment_first,"도보500m 내 공공도서관 0개·인당장서수 중앙값 50% 미만·수요 상위 25%(2029 예측) → 외부·내부 모두 부족+수요 높음, 직접투자 최우선"
B000003043,인천개흥초등학교,2,1,부평기적의도서관,285,22873,30,1,0,1,316,72.4,10.5,1,2025,False,False,False,maintain_monitor,"도보500m 내 공공도서관 확보·내부 지표(사서·인당장서수) 양호 → 외부·내부 모두 양호, 현행 유지 및 모니터링"
B000003090,인천약산초등학교,1,0,노동자의 작은도서관 사람,316,29508,36,0,0,0,587,50.3,16.3,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003146,인천봉수초등학교,0,0,SK리더스뷰 작은도서관,529,15672,50,1,0,1,1216,12.9,24.3,1,2025,True,True,True,direct_investment_first,"도보500m 내 공공도서관 0개·인당장서수 중앙값 50% 미만·수요 상위 25%(2029 예측) → 외부·내부 모두 부족+수요 높음, 직접투자 최우선"
B000003084,인천은봉초등학교,0,0,남동논현도서관,353,23561,30,1,0,1,362,65.1,12.1,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003174,양도초등학교,0,0,내가도서관,4261,34191,18,0,1,1,52,657.5,2.9,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000025193,인천만월초등학교,0,0,관교어린이도서관,1673,27195,61,0,0,0,1019,26.7,16.7,1,2025,True,True,True,direct_investment_first,"도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25%(2029 예측) → 외부·내부 모두 부족+수요 높음, 직접투자 최우선"
B000025226,인천송일초등학교,0,0,송도국제도서관,490,20276,86,0,1,1,980,20.7,11.4,1,2025,True,True,True,direct_investment_first,"도보500m 내 공공도서관 0개·인당장서수 중앙값 50% 미만·수요 상위 25%(2029 예측) → 외부·내부 모두 부족+수요 높음, 직접투자 최우선"
B000003014,인천진산초등학교,0,0,여울도서관,142,14690,40,1,0,1,207,71.0,5.2,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002972,인천용정초등학교,1,1,독정골어린이도서관,388,15407,31,0,1,1,214,72.0,6.9,1,2025,False,False,False,maintain_monitor,"도보500m 내 공공도서관 확보·내부 지표(사서·인당장서수) 양호 → 외부·내부 모두 양호, 현행 유지 및 모니터링"
B000003070,인천남촌초등학교,0,0,선학별빛도서관,1351,31192,16,0,1,1,309,100.9,19.3,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003115,인천신대초등학교,0,0,작전도서관,839,19805,46,0,0,0,529,37.4,11.5,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000002958,인천삼목초등학교,0,0,영종도서관,383,25998,47,0,0,0,481,54.0,10.2,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003011,인천갈산초등학교,0,0,갈산밀알도서관,309,23841,30,1,0,1,190,125.5,6.3,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003156,인천왕길초등학교,1,0,금곡하나아파트 문고,252,28347,24,0,1,1,490,57.9,20.4,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003093,인천석천초등학교,0,0,인천광역시교육청 인천광역시교육청중앙도서관,556,17778,20,0,0,0,982,18.1,49.1,1,2025,True,True,True,direct_investment_first,"도보500m 내 공공도서관 0개·사서 미배치·인당장서수 중앙값 50% 미만·수요 상위 25%(2029 예측) → 외부·내부 모두 부족+수요 높음, 직접투자 최우선"
B000002966,인천송림초등학교,0,0,이룸청소년도서관,611,18610,40,0,0,0,434,42.9,10.9,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003036,인천신촌초등학교,0,0,인천광역시교육청 인천광역시교육청부평도서관,272,19733,40,1,0,1,328,60.2,8.2,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003028,인천부흥초등학교,0,0,사랑채작은도서관,709,26381,33,1,0,1,1016,26.0,30.8,1,2025,True,False,True,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002971,인천숭의초등학교,1,1,제물포도서관,53,28360,60,0,0,0,1154,24.6,19.2,1,2025,False,True,True,public_link,"도보500m 내 공공도서관 확보·사서 미배치 → 내부만 부족, 인근 공공도서관 연계로 보완"
B000003029,인천부평동초등학교,2,0,사랑채작은도서관,208,19578,28,1,1,2,831,23.6,29.7,1,2025,True,True,True,direct_investment_first,"도보500m 내 공공도서관 0개·인당장서수 중앙값 50% 미만·수요 상위 25%(2029 예측) → 외부·내부 모두 부족+수요 높음, 직접투자 최우선"
B000026468,인천아람초등학교,0,0,아라이음 작은도서관,160,5420,50,0,0,0,907,6.0,18.1,1,2025,True,True,True,direct_investment_first,"도보500m 내 공공도서관 0개·사서 미배치·인당장서수 중앙값 50% 미만·수요 상위 25%(2029 예측) → 외부·내부 모두 부족+수요 높음, 직접투자 최우선"
B000025690,인천별빛초등학교,0,0,영종KCC스위첸 라이브러리,275,10721,80,1,0,1,1359,7.9,17.0,1,2025,True,True,True,direct_investment_first,"도보500m 내 공공도서관 0개·인당장서수 중앙값 50% 미만·수요 상위 25%(2029 예측) → 외부·내부 모두 부족+수요 높음, 직접투자 최우선"
B000003038,인천십정초등학교,0,0,꿈꾸는작은도서관,355,22451,34,0,0,0,179,125.4,5.3,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003117,인천병방초등학교,0,0,임학도서관,411,20284,69,0,1,1,290,69.9,4.2,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002994,대청초등학교,0,0,대청도서관,113,7271,18,0,0,0,16,454.4,0.9,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000025752,인천도담초등학교,1,0,책노리 도서관,377,24188,62,1,0,1,488,49.6,7.9,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003135,인천공촌초등학교,0,0,정다운 도서관,360,17841,30,0,0,0,205,87.0,6.8,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003049,인천축현초등학교,0,0,옥련1동작은도서관,540,20728,24,0,0,0,258,80.3,10.8,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000002998,백령초등학교,0,0,백령도서관,674,15180,28,0,0,0,41,370.2,1.5,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003180,합일초등학교,0,0,강화도서관,503,31429,17,1,0,1,131,239.9,7.7,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002949,인천신흥초등학교,0,0,성산 꿈 작은도서관,346,19013,50,0,1,1,312,60.9,6.2,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002983,인천남부초등학교,0,0,이랑도서관,413,18695,52,0,1,1,349,53.6,6.7,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003061,인천서면초등학교,0,0,동춘나래도서관,743,19651,60,0,1,1,400,49.1,6.7,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003129,인천작동초등학교,0,0,작전도서관,406,19569,41,0,0,0,400,48.9,9.8,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000002951,인천신선초등학교,1,0,희망을주는도서관,278,19199,58,0,0,0,286,67.1,4.9,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000002952,인천송월초등학교,0,0,동인천동작은도서관,440,15944,22,0,0,0,137,116.4,6.2,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003086,인천동방초등학교,0,0,남동논현도서관,616,29118,50,0,0,0,511,57.0,10.2,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003010,인천청천초등학교,1,1,삼산도서관,267,17899,100,0,1,1,1019,17.6,10.2,1,2025,False,True,True,public_link,"도보500m 내 공공도서관 확보·인당장서수 중앙값 50% 미만 → 내부만 부족, 인근 공공도서관 연계로 보완"
B000003006,인천부평서초등학교,1,0,글마루도서관,183,17690,70,0,1,1,687,25.7,9.8,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002999,인천공항초등학교신도분교장,0,0,영종도서관,4866,7708,9,0,1,1,9,856.4,1.0,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003031,인천산곡북초등학교,0,0,선일비전영어작은도서관,399,17959,36,0,1,1,515,34.9,14.3,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003126,인천부현초등학교,0,0,작전도서관,610,21730,67,0,1,1,342,63.5,5.1,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003050,인천송도초등학교,3,2,연수청학도서관,247,21101,37,0,0,0,285,74.0,7.7,1,2025,False,True,False,public_link,"도보500m 내 공공도서관 확보·사서 미배치 → 내부만 부족, 인근 공공도서관 연계로 보완"
B000003053,인천중앙초등학교,0,0,인천광역시교육청연수도서관,94,20167,24,2,0,2,248,81.3,10.3,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002985,인천서화초등학교,1,1,쑥골어린이도서관,180,18779,26,1,0,1,1341,14.0,51.6,1,2025,False,True,True,public_link,"도보500m 내 공공도서관 확보·인당장서수 중앙값 50% 미만 → 내부만 부족, 인근 공공도서관 연계로 보완"
B000003125,인천부평초등학교,0,0,인천광역시교육청계양도서관,762,14848,19,1,0,1,245,60.6,12.9,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003121,인천귤현초등학교,0,0,동양도서관,1205,17118,54,0,1,1,498,34.4,9.2,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003147,인천신현북초등학교,2,0,마음이음 작은도서관,61,14996,40,1,0,1,360,41.7,9.0,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003116,인천길주초등학교,0,0,임학도서관,632,25298,36,1,0,1,454,55.7,12.6,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002981,인천경원초등학교,1,1,수봉도서관,264,24678,60,0,0,0,941,26.2,15.7,1,2025,False,True,True,public_link,"도보500m 내 공공도서관 확보·사서 미배치 → 내부만 부족, 인근 공공도서관 연계로 보완"
B000003172,인천은지초등학교,3,1,검암도서관,225,20952,27,1,0,1,331,63.3,12.3,1,2025,False,False,False,maintain_monitor,"도보500m 내 공공도서관 확보·내부 지표(사서·인당장서수) 양호 → 외부·내부 모두 양호, 현행 유지 및 모니터링"
B000003021,인천금마초등학교,0,0,옹달샘도서관,88,20389,68,0,1,1,273,74.7,4.0,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003008,인천마곡초등학교,0,0,조이도서관,703,17861,26,1,0,1,119,150.1,4.6,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003071,인천성리초등학교,0,0,관교어린이도서관,1172,25848,38,1,0,1,557,46.4,14.7,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003163,인천가좌초등학교,4,0,푸른샘 어린이도서관,139,17160,70,0,1,1,384,44.7,5.5,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002970,영화초등학교,0,0,글마루작은도서관,346,892,38,0,1,1,373,2.4,9.8,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·인당장서수 중앙값 50% 미만·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003026,인천동수초등학교,1,0,꿈땅도서관,281,20015,30,0,0,0,617,32.4,20.6,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003149,인천봉화초등학교,0,0,꿈나무 작은도서관,230,18991,40,0,1,1,298,63.7,7.5,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003039,인천백운초등학교,0,0,동그라미도서관,178,27949,44,0,1,1,478,58.5,10.9,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003081,인천인수초등학교,0,0,만수2동어린이도서관,896,15715,32,0,1,1,252,62.4,7.9,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003078,인천석정초등학교,0,0,석바위어린이도서관,713,26847,40,0,0,0,793,33.9,19.8,1,2025,True,True,True,direct_investment_first,"도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25%(2029 예측) → 외부·내부 모두 부족+수요 높음, 직접투자 최우선"
B000003162,인천가석초등학교,0,0,가정골 북카페,184,18633,24,0,1,1,209,89.2,8.7,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000025225,인천송빛초등학교,0,0,송도국제도서관,1774,3432,223,0,0,0,762,4.5,3.4,1,2025,True,True,True,direct_investment_first,"도보500m 내 공공도서관 0개·사서 미배치·인당장서수 중앙값 50% 미만·수요 상위 25%(2029 예측) → 외부·내부 모두 부족+수요 높음, 직접투자 최우선"
